movieId,title,genres
6460,Trial_ The _Procès_ Le_ _1962_,Drama
6461,Unforgiven_ The _1960_,DramaaWestern
6464,Good Burger _1997_,ChiaCmd
6465,Jubilee _1977_,Drama
6466,Mississippi Masala _1991_,DramaaRom
6476,Shattered _1991_,MysteryaThi
6477,Song of Bernadette_ The _1943_,Drama
6480,Thoroughly Modern Millie _1967_,CmdaMusical
6482,Dumb and Dumberer_ When Harry Met Lloyd _2003_,Cmd
6483,From Justin to Kelly _2003_,MusicalaRom
6484,Hollywood Homicide _2003_,ActionaCriaDrama
6493,Alex and Emma _2003_,CmdaDramaaRom
6502,28 Days Later _2002_,ActionaHorroraSci-Fi
6503,Charlie's Angels_ Full Throttle _2003_,ActionaAdvaCmdaCriaThi
6506,Fulltime Killer _Chuen jik sat sau_ _2001_,ActionaThi
6509,Ali_ Fear Eats the Soul _Angst essen Seele auf_ _1974_,DramaaRom
6510,Bodies_ Rest & Motion _1993_,DramaaRom
6514,Ring of Terror _1962_,Horror
6515,You Only Live Once _1937_,CriaFilm-Noir
6516,Anastasia _1956_,Drama
6517,Babe_ The _1992_,Drama
6523,Mr_ Baseball _1992_,CmdaRom
6527,Scaramouche _1952_,AdvaRom
6528,Start the Revolution Without Me _1970_,Cmd
6530,Tenant_ The _Locataire_ Le_ _1976_,DramaaHorroraMysteryaThi
6533,What's Up_ Doc? _1972_,Cmd
6534,Hulk _2003_,ActionaAdvaSci-Fi
6535,Legally Blonde 2_ Red_ White & Blonde _2003_,Cmd
6536,Sinbad_ Legend of the Seven Seas _2003_,AdvaAniaChiaFan
6537,Terminator 3_ Rise of the Machines _2003_,ActionaAdvaSci-Fi
6538,Swimming Pool _2003_,DramaaMysteryaThi
6539,Pirates of the Caribbean_ The Curse of the Black Pearl _2003_,ActionaAdvaCmdaFan
6541,League of Extraordinary Gentlemen_ The _a_k_a_ LXG_ _2003_,ActionaFanaSci-Fi
6542,Cuckoo_ The _Kukushka_ _2002_,CmdaDramaaWar
6545,I Capture the Castle _2003_,DramaaRom
6547,Northfork _2003_,DramaaFan
6548,Bad Boys II _2003_,ActionaCmdaCriaThi
6549,How to Deal _2003_,CmdaDramaaRom
6550,Johnny English _2003_,ActionaCmdaThi
6551,Anarchist Cookbook_ The _2002_,CmdaRom
6552,Dirty Pretty Things _2002_,CriaDramaaThi
6553,Embalmer_ The _Imbalsamatore_ L'_ _2002_,Drama
6554,Garage Days _2002_,CmdaMusical
6557,Born to Be Wild _1995_,AdvaChiaCmdaDrama
6558,Curly Sue _1991_,CmdaDrama
6559,Little Giants _1994_,ChiaCmd
6560,Loose Cannons _1990_,ActionaCmd
6561,Mouse That Roared_ The _1959_,CmdaWar
6563,Masked & Anonymous _2003_,CmdaDrama
6564,Lara Croft Tomb Raider_ The Cradle of Life _2003_,ActionaAdvaCmdaRomaThi
6565,Seabiscuit _2003_,Drama
6566,Spy Kids 3-D_ Game Over _2003_,ActionaAdvaChi
6567,Buffalo Soldiers _2001_,CmdaCriaDramaaWar
6568,Camp _2003_,CmdaMusical
6571,Mondays in the Sun _Lunes al sol_ Los_ _2002_,Drama
6572,Scorched _2003_,CmdaCri
6573,Avanti! _1972_,CmdaDrama
6574,Eve of Destruction _1991_,ActionaSci-FiaThi
6577,Kickboxer 2_ The Road Back _1991_,ActionaDrama
6578,Kiss Me_ Stupid _1964_,Cmd
6579,One_ Two_ Three _1961_,Cmd
6581,Private Life of Sherlock Holmes_ The _1970_,CmdaDramaaMystery
6582,Remo Williams_ The Adv Begins _1985_,ActionaCmdaCriaThi
6583,Blood of Heroes_ The _Salute of the Jugger_ The_ _1989_,ActionaSci-Fi
6584,What's Up_ Tiger Lily? _1966_,AdvaCmdaCriaThi
6586,American Wedding _American Pie 3_ _2003_,Cmd
6587,Gigli _2003_,CmdaCriaRom
6588,And Now___ Ladies and Gentlemen___ _2002_,RomaThi
6591,Magdalene Sisters_ The _2002_,Drama
6592,Secret Lives of Dentists_ The _2002_,Drama
6593,Freaky Friday _2003_,ChiaCmdaFan
6595,S_W_A_T_ _2003_,ActionaThi
6596,Divorce_ Le _2003_,CmdaDramaaRom
6597,Princess Blade_ The _Shura Yukihime_ _2001_,ActionaSci-Fi
6598,Step Into Liquid _2002_,Documentary
6603,Double Life_ A _1947_,CriaDramaaFilm-Noir
6604,Hawks and Sparrows _Uccellacci e Uccellini_ _1966_,Cmd
6609,Gospel According to St_ Matthew_ The _Vangelo secondo Matteo_ Il_ _1964_,Drama
6611,Umberto D_ _1952_,Drama
6612,Brother's Keeper _1992_,Documentary
6614,I Love You to Death _1990_,CmdaCri
6615,Freddy vs_ Jason _2003_,ActionaHorroraThi
6616,Grind _2003_,ActionaCmd
6617,Open Range _2003_,Western
6618,Shaolin Soccer _Siu lam juk kau_ _2001_,ActionaCmd
6619,Uptown Girls _2003_,Cmd
6620,American Splendor _2003_,CmdaDrama
6624,Agent Cody Banks _2003_,ActionaAdvaChiaFan
6625,Camp Nowhere _1994_,AdvaChiaCmd
6628,Hot Dog___ The Movie _1984_,Cmd
6629,House of Wax _1953_,CriaHorroraMysteryaThi
6631,Man's Best Friend _1993_,HorroraSci-FiaThi
6636,Sure Thing_ The _1985_,CmdaRom
6638,Valley Girl _1983_,CmdaRom
6639,Wait Until Dark _1967_,DramaaThi
6643,Tokyo Story _Tôkyô monogatari_ _1953_,Drama
6644,Green Ray_ The _Rayon vert_ Le_ _1986_,DramaaRom
6645,THX 1138 _1971_,ActionaAdvaDramaaSci-Fi
6650,Kind Hearts and Coronets _1949_,CmdaDrama
6654,Atragon _Kaitei Gunkan_ _1963_,AdvaSci-Fi
6656,Attack of the Puppet People _1958_,HorroraSci-Fi
6658,10 _1979_,CmdaRom
6659,Tremors _1990_,CmdaHorroraSci-Fi
6660,Red Shoes_ The _1948_,DramaaFanaMusicalaRom
6662,Pink Panther_ The _1963_,CmdaCri
6663,Pink Panther Strikes Again_ The _1976_,CmdaCri
6664,Commando _1985_,ActionaAdv
6665,Dracula _1979_,HorroraRom
6666,Discreet Charm of the Bourgeoisie_ The _Charme discret de la bourgeoisie_ Le_ _1972_,CmdaDramaaFan
6667,Waco_ The Rules of Engagement _1997_,Documentary
6668,Road Home_ The _Wo de fu qin mu qin_ _1999_,DramaaRom
6669,Ikiru _1952_,Drama
6670,Comic Book Villains _2002_,Cmd
6671,Angel at My Table_ An _1990_,Drama
6678,Handmaid's Tale_ The _1990_,DramaaSci-Fi
6679,Revolution OS _2001_,Documentary
6684,Death in Venice _Morte a Venezia_ _1971_,DramaaRom
6686,Medallion_ The _2003_,ActionaCmdaCriaFan
6687,My Boss's Daughter _2003_,CmdaRom
6688,Autumn Spring _Babí léto_ _2001_,CmdaDrama
6689,Battle of Shaker Heights_ The _2003_,CmdaDramaaRom
6691,Dust _2001_,DramaaWestern
6692,Stoked_ The Rise and Fall of Gator _2002_,Documentary
6695,Jeepers Creepers 2 _2003_,HorroraThi
6696,Bollywood/Hollywood _2002_,CmdaDramaaMusicalaRom
6699,Once Upon a Time in the Midlands _2002_,Drama
6702,Dickie Roberts_ Former Child Star _2003_,Cmd
6705,Party Monster _2003_,CmdaCriaDramaaThi
6706,Taking Sides _2001_,Drama
6707,Cabin Fever _2002_,HorroraThi
6708,Matchstick Men _2003_,CmdaCriaDrama
6709,Once Upon a Time in Mexico _2003_,ActionaAdvaCriaThi
6710,Dummy _2002_,CmdaDramaaRom
6711,Lost in Translation _2003_,CmdaDramaaRom
6713,Millennium Actress _Sennen joyû_ _2001_,AniaDramaaRom
6715,Chi of the Night _1991_,Horror
6718,Gotcha! _1985_,Cmd
6720,Kuffs _1992_,ActionaCmdaCri
6721,Once Upon a Time in China _Wong Fei Hung_ _1991_,ActionaAdvaDrama
6722,Once Upon a Time in China II _Wong Fei-hung Ji Yi_ Naam yi dong ji keung_ _1992_,ActionaRom
6723,Once Upon a Time in China III _Wong Fei-hung tsi sam_ Siwong tsangba_ _1993_,Action
6724,Paper Moon _1973_,CmdaCriaDrama
6731,Day of the Dead _1985_,HorroraSci-FiaThi
6732,Hello_ Dolly! _1969_,CmdaMusicalaRom
6734,Memoirs of an Invisible Man _1992_,CmdaRomaSci-FiaThi
6744,Once Bitten _1985_,CmdaHorror
6746,Squirm _1976_,HorroraRom
6748,Brood_ The _1979_,Horror
6750,Anything Else _2003_,CmdaDramaaRom
6751,Cold Creek Manor _2003_,DramaaThi
6752,Fighting Temptations_ The _2003_,Drama
6753,Secondhand Lions _2003_,ChiaCmdaDrama
6754,Underworld _2003_,ActionaFanaHorror
6755,Bubba Ho-tep _2002_,CmdaHorror
6760,In This World _2002_,AdvaDrama
6763,Duplex _2003_,CmdaCri
6764,Rundown_ The _2003_,ActionaAdvaCmd
6765,Under the Tuscan Sun _2003_,CmdaDramaaRom
6768,Luther _2003_,Drama
6769,Mambo Italiano _2003_,Cmd
6770,My Life Without Me _2003_,DramaaRom
6772,To Be and to Have _Être et avoir_ _2002_,Documentary
6773,Triplets of Belleville_ The _Les triplettes de Belleville_ _2003_,AniaCmdaFan
6774,Videodrome _1983_,FanaHorroraSci-FiaThi
6775,Life and Debt _2001_,Documentary
6776,Lagaan_ Once Upon a Time in India _2001_,CmdaDramaaMusicalaRom
6777,Judgment at Nuremberg _1961_,Drama
6780,Brief History of Time_ A _1991_,Documentary
6782,Leningrad Cowboys Go America _1989_,CmdaMusical
6783,Rules of the Game_ The _La règle du jeu_ _1939_,CmdaDrama
6785,Seven Brides for Seven Brothers _1954_,CmdaMusicalaRomaWestern
6786,Kiss of the Spider Woman _1985_,Drama
6787,All the President's Men _1976_,DramaaThi
6788,Angie _1994_,CmdaDramaaRom
6789,Apartment_ The _Appartement_ L'_ _1996_,DramaaMysteryaRom
6790,Avalon _2001_,DramaaFanaSci-Fi
6791,Babette's Feast _Babettes gæstebud_ _1987_,Drama
6793,Beethoven _1992_,ChiaCmdaDrama
6794,Beethoven's 2nd _1993_,ChiaCmd
6796,Boyz N the Hood _1991_,CriaDrama
6797,Bugsy _1991_,CriaDrama
6798,Bugsy Malone _1976_,ChiaCmdaCriaMusical
6800,Cobra _1986_,ActionaCri
6803,Phenomena _a_k_a_ Creepers_ _1985_,HorroraMysteryaThi
6804,Criwave _1985_,CmdaCri
6807,Monty Python's The Meaning of Life _1983_,Cmd
6808,Where Eagles Dare _1968_,ActionaAdvaWar
6809,Tightrope _1984_,Thi
6810,Sleeping with the Enemy _1991_,DramaaThi
6811,PCU _1994_,Cmd
6812,Rookie_ The _1990_,ActionaCmdaThi
6814,City Heat _1984_,ActionaCmd
6816,Three O'Clock High _1987_,Cmd
6817,White Hunter_ Black Heart _1990_,AdvaDrama
6818,Come and See _Idi i smotri_ _1985_,DramaaWar
6820,Ginger Snaps _2000_,DramaaHorroraThi
6821,More American Graffiti _1979_,Cmd
6827,It's Pat _1994_,Cmd
6832,Regarding Henry _1991_,Drama
6835,Alien Contamination _1980_,ActionaHorroraSci-Fi
6836,Amazing Transparent Man_ The _1960_,Sci-Fi
6837,Love Affair _1939_,CmdaDramaaRom
6849,Scrooge _1970_,DramaaFanaMusical
6850,Leap of Faith _1992_,CmdaDrama
6851,Gas_ Food_ Lodging _1992_,DramaaRom
6852,In Cold Blood _1967_,CriaDrama
6853,Campus Man _1987_,Cmd
6856,Yankee Doodle Dandy _1942_,DramaaMusical
6857,Ninja Scroll _Jûbei ninpûchô_ _1995_,ActionaAdvaAniaFan
6858,Knife in the Water _Nóz w wodzie_ _1962_,Drama
6860,Mobsters _1991_,CriaDrama
6862,Out of Time _2003_,CriaDramaaThi
6863,School of Rock _2003_,CmdaMusical
6867,Station Agent_ The _2003_,CmdaDrama
6868,Wonderland _2003_,CriaDramaaMysteryaThi
6869,Bus 174 _Ônibus 174_ _2002_,CriaDocumentary
6870,Mystic River _2003_,CriaDramaaMystery
6872,House of the Dead_ The _2003_,ActionaHorror
6873,Intolerable Cruelty _2003_,CmdaRom
6874,Kill Bill_ Vol_ 1 _2003_,ActionaCriaThi
6879,Runaway Jury _2003_,DramaaThi
6880,Texas Chainsaw Massacre_ The _2003_,Horror
6881,Pieces of April _2003_,CmdaDrama
6882,Returner _Ritaanaa_ _2002_,ActionaAdvaSci-Fi
6883,Sylvia _2003_,DramaaRom
6884,Veronica Guerin _2003_,CriaDramaaThi
6885,In the Cut _2003_,CriaDramaaMysteryaRomaThi
6886,Beyond Borders _2003_,DramaaRomaWar
6887,Radio _2003_,Drama
6888,Scary Movie 3 _2003_,CmdaHorror
6889,Brother Bear _2003_,AdvaAniaChi
6890,Elephant _2003_,Drama
6893,Italian Job_ The _1969_,ActionaCmdaCri
6898,Sweet Sixteen _2002_,Drama
6899,Alien from L_A_ _1988_,Sci-Fi
6902,Interstate 60 _2002_,AdvaCmdaDramaaFanaMysteryaSci-FiaThi
6909,Eye_ The _Gin gwai_ _Jian gui_ _2002_,Thi
6911,Jolson Story_ The _1946_,Musical
6912,You'll Never Get Rich _1941_,CmdaMusicalaRom
6918,Unvanquished_ The _Aparajito_ _1957_,Drama
6920,Cercle Rouge_ Le _Red Circle_ The_ _1970_,CriaThi
6927,Human Stain_ The _2003_,DramaaRomaThi
6932,Shattered Glass _2003_,CriaDrama
6934,Matrix Revolutions_ The _2003_,ActionaAdvaSci-FiaThiaIMAX
6935,Revolution Will Not Be Televised_ The _a_k_a_ Chavez_ Inside the Coup_ _2003_,Documentary
6936,Elf _2003_,ChiaCmdaFan
6938,Billabong Odyssey _2003_,Documentary
6939,Gloomy Sunday _Ein Lied von Liebe und Tod_ _1999_,DramaaRom
6942,Love Actually _2003_,CmdaDramaaRom
6944,Father of the Bride _1991_,Cmd
6945,My Architect_ A Son's Journey _2003_,Documentary
6946,Looney Tunes_ Back in Action _2003_,ActionaAniaChiaFan
6947,Master and Commander_ The Far Side of the World _2003_,AdvaDramaaWar
6948,Tupac_ Resurrection _2003_,Documentary
6949,Big Empty_ The _2003_,CmdaMysteryaSci-Fi
6950,Missing_ The _2003_,AdvaThiaWestern
6951,Cat in the Hat_ The _2003_,ChiaCmd
6952,Gothika _2003_,HorroraThi
6953,21 Grams _2003_,CriaDramaaMysteryaRomaThi
6954,Barbarian Invasions_ The _Les invasions barbares_ _2003_,CmdaCriaDramaaMysteryaRom
6957,Bad Santa _2003_,CmdaCri
6958,Haunted Mansion_ The _2003_,ChiaCmdaFanaHorror
6959,Timeline _2003_,ActionaAdvaSci-Fi
6961,Damage _Fatale_ _1992_,Drama
6962,OT_ Our Town _2002_,Documentary
6963,Devil's Playground _2002_,Documentary
6965,Journeys with George _2002_,Documentary
6966,Darkman _1990_,ActionaCriaFanaSci-FiaThi
6967,Dead of Night _1945_,HorroraMystery
6969,Dernier Combat_ Le _Last Battle_ The_ _1983_,DramaaSci-Fi
6970,Desk Set _1957_,CmdaRom
6971,Europa _Zentropa_ _1991_,DramaaThi
6973,Final Analysis _1992_,DramaaRomaThi
6974,Freshman_ The _1990_,CmdaCri
6975,Funny Games _1997_,DramaaHorroraThi
6978,Slacker _1991_,CmdaDrama
6979,WarGames _1983_,DramaaSci-FiaThi
6981,Ordet _Word_ The_ _1955_,Drama
6982,Forbidden Games _Jeux interdits_ _1952_,DramaaWar
6983,Jane Eyre _1944_,DramaaRom
6984,Tale of Two Cities_ A _1935_,Drama
6985,Passion of Joan of Arc_ The _Passion de Jeanne d'Arc_ La_ _1928_,Drama
6986,Ben-Hur_ A Tale of the Christ _1925_,AdvaDramaaRom
6987,Cabinet of Dr_ Caligari_ The _Cabinet des Dr_ Caligari__ Das_ _1920_,CriaFanaHorror
6989,Gorky Park _1983_,CriaDramaaThi
6990,The Great Train Robbery _1978_,ActionaAdvaCmdaCriaDrama
6992,Guarding Tess _1994_,CmdaDrama
6993,Hannah and Her Sisters _1986_,CmdaDramaaRom
6994,Hard Way_ The _1991_,ActionaCmd
6996,Highlander II_ The Quickening _1991_,ActionaSci-Fi
6997,Hoffa _1992_,CriaDrama
6998,House of Cards _1993_,Drama
6999,Housesitter _1992_,CmdaRom
7000,Hudson Hawk _1991_,ActionaAdvaCmd
7001,Invasion of the Body Snatchers _1978_,HorroraMysteryaSci-FiaThi
7004,Kindergarten Cop _1990_,ActionaCmdaCriaThi
7005,King Ralph _1991_,Cmd
7007,Last Boy Scout_ The _1991_,ActionaCmdaCriaDramaaThi
7008,Last Tango in Paris _Ultimo tango a Parigi_ _1972_,DramaaRom
7009,Lorenzo's Oil _1992_,Drama
7010,Lover_ The _Amant_ L'_ _1992_,DramaaRom
7012,Mr_ Destiny _1990_,CmdaFan
7013,Night of the Hunter_ The _1955_,DramaaFilm-NoiraThi
7015,Only the Lonely _1991_,CmdaRom
7016,Over the Top _1987_,ActionaDrama
7017,Passenger 57 _1992_,ActionaThi
7018,Presumed Innocent _1990_,CriaDramaaThi
7019,Project X _1987_,CmdaDrama
7020,Proof _1991_,CmdaDramaaRom
7022,Battle Royale _Batoru rowaiaru_ _2000_,ActionaDramaaHorroraThi
7023,Wedding Banquet_ The _Xi yan_ _1993_,CmdaDramaaRom
7024,Salo_ or The 120 Days of Sodom _Salò o le 120 giornate di Sodoma_ _1976_,Drama
7025,Midnight Clear_ A _1992_,DramaaWar
7026,Summer School _1987_,Cmd
7027,Silverado _1985_,ActionaWestern
7028,Quick Change _1990_,CmdaCri
7030,Radio Flyer _1992_,Drama
7031,Real McCoy_ The _1993_,ActionaCriaDramaaThi
7032,Revenge _1990_,DramaaRomaThi
7033,Secret of My Succe$s_ The _a_k_a_ The Secret of My Success_ _1987_,CmdaRom
7034,Show Me Love _Fucking Åmål_ _1998_,DramaaRom
7036,Teen Wolf _1985_,CmdaFan
7037,High Heels _Tacones lejanos_ _1991_,CmdaDrama
7038,Things You Can Tell Just by Looking at Her _2000_,DramaaRom
7040,To Live and Die in L_A_ _1985_,ActionaCriaDramaaThi
7041,Trapped in Paradise _1994_,CmdaCri
7044,Wild at Heart _1990_,CriaDramaaMysteryaRomaThi
7045,Witches_ The _1990_,ChiaFan
7046,Witches of Eastwick_ The _1987_,CmdaFanaHorroraThi
7047,Year of the Dragon _1985_,ActionaCriaDrama
7048,Nothing to Lose _1997_,ActionaAdvaCmdaCri
7049,Flying Down to Rio _1933_,CmdaMusicalaRom
7050,Follow the Fleet _1936_,CmdaMusicalaRom
7051,What's New_ Pussycat _1965_,Cmd
7052,Mary of Scotland _1936_,Drama
7053,Roberta _1935_,CmdaMusicalaRom
7054,Little Women _1949_,Drama
7055,Swing Time _1936_,CmdaMusicalaRom
7056,Public Enemy_ The _1931_,ActionaCriaDrama
7057,Midsummer Night's Dream_ A _1935_,CmdaFanaRom
7058,Life with Father _1947_,Cmd
7059,National Velvet _1944_,ChiaDrama
7060,Jesus Christ Superstar _1973_,DramaaMusical
7061,Dark Victory _1939_,DramaaRom
7062,Birdman of Alcatraz _1962_,Drama
7063,Aguirre_ The Wrath of God _Aguirre_ der Zorn Gottes_ _1972_,AdvaDrama
7064,Beauty and the Beast _La belle et la bête_ _1946_,DramaaFan
7065,Birth of a Nation_ The _1915_,DramaaWar
7067,Juliet of the Spirits _Giulietta degli spiriti_ _1965_,CmdaDramaaFanaRom
7069,Macbeth _a_k_a_ Tragedy of Macbeth_ The_ _1971_,Drama
7070,Red River _1948_,ActionaAdvaWestern
7071,Woman Under the Influence_ A _1974_,Drama
7072,Stagecoach _1939_,ActionaDramaaRomaWestern
7073,Shot in the Dark_ A _1964_,CmdaCriaMystery
7074,Navigator_ The _1924_,Cmd
7075,Court Jester_ The _1956_,AdvaCmdaMusical
7076,Bullitt _1968_,ActionaCriaDramaaThi
7078,Jezebel _1938_,Drama
7079,Hunchback of Notre Dame_ The _1939_,Drama
7080,42nd Street _1933_,DramaaMusicalaRom
7082,That Touch of Mink _1962_,CmdaRom
7083,Sweet Dreams _1985_,Drama
7084,Play It Again_ Sam _1972_,CmdaRom
7085,Send Me No Flowers _1964_,CmdaRom
7086,Pygmalion _1938_,CmdaDrama
7087,Passage to India_ A _1984_,AdvaDrama
7088,Black Orpheus _Orfeu Negro_ _1959_,DramaaRom
7089,Amarcord _1973_,CmdaDrama
7090,Hero _Ying xiong_ _2002_,ActionaAdvaDrama
7091,Horse Feathers _1932_,Cmd
7092,Anna Karenina _1935_,DramaaRom
7093,Front Page_ The _1974_,Cmd
7096,Rivers and Tides _2001_,Documentary
7099,Nausicaä of the Valley of the Wind _Kaze no tani no Naushika_ _1984_,AdvaAniaDramaaFanaSci-Fi
7101,Doc Hollywood _1991_,CmdaRom
7102,Dragnet _1987_,CmdaCriaDrama
7103,Madhouse _1990_,Cmd
7104,1941 _1979_,CmdaWar
7107,Foul Play _1978_,CmdaThi
7108,Cri Story _Zhong an zu_ _1993_,ActionaCriaDrama
7109,Beyond the Clouds _Al di là delle nuvole_ _1996_,DramaaRom
7114,Collector_ The _1965_,DramaaHorroraThi
7115,Deep Red _Profondo rosso_ _1975_,HorroraMysteryaThi
7116,Diabolique _Les diaboliques_ _1955_,HorroraMysteryaThi
7117,Leprechaun _1993_,CmdaHorror
7118,Wings of Honneamise _Ôritsu uchûgun Oneamisu no tsubasa_ _1987_,AniaDramaaSci-FiaWar
7121,Adam's Rib _1949_,CmdaRom
7122,King of Hearts _1966_,CmdaDramaaWar
7123,Naked Lunch _1991_,DramaaFanaMysteryaSci-Fi
7124,Grass _1999_,Documentary
7125,Spring Forward _1999_,Drama
7127,Run _1991_,ActionaDramaaThi
7131,Summer Place_ A _1959_,Drama
7132,Night at the Opera_ A _1935_,CmdaMusicalaRom
7134,Element of Cri_ The _Forbrydelsens Element_ _1984_,DramaaThi
7137,Cooler_ The _2003_,CmdaDramaaRom
7139,In America _2002_,DramaaRom
7141,My Flesh and Blood _2003_,Documentary
7142,Honey _2003_,DramaaRom
7143,Last Samurai_ The _2003_,ActionaAdvaDramaaWar
7147,Big Fish _2003_,DramaaFanaRom
7149,Something's Gotta Give _2003_,CmdaDramaaRom
7150,Stuck on You _2003_,Cmd
7151,Girl with a Pearl Earring _2003_,DramaaRom
7153,Lord of the Rings_ The Return of the King_ The _2003_,ActionaAdvaDramaaFan
7154,Mona Lisa Smile _2003_,DramaaRom
7155,Calendar Girls _2003_,Cmd
7156,Fog of War_ Eleven Lessons from the Life of Robert S_ McNamara_ The _2003_,DocumentaryaWar
7158,House of Sand and Fog _2003_,Drama
7160,Monster _2003_,CriaDrama
7161,Cheaper by the Dozen _2003_,ChiaCmd
7162,Cold Mountain _2003_,DramaaRomaWar
7163,Paycheck _2003_,ActionaSci-FiaThi
7164,Peter Pan _2003_,ActionaAdvaChiaFan
7165,Company_ The _2003_,DramaaMusical
7167,Japanese Story _2003_,Drama
7169,Chasing Liberty _2004_,CmdaRom
7171,Aileen_ Life and Death of a Serial Killer _2003_,Documentary
7173,Along Came Polly _2004_,CmdaRom
7175,Torque _2004_,ActionaCri
7176,Crimson Gold _Talaye sorgh_ _2003_,Drama
7177,Osama _2003_,Drama
7178,Great Gatsby_ The _1974_,Drama
7179,Wuthering Heights _1992_,DramaaRom
7181,Ship of Fools _1965_,Drama
7184,This Property is Condemned _1966_,DramaaRom
7190,Jane Eyre _1970_,Drama
7191,Blame It on the Bellboy _1992_,Cmd
7192,Only the Strong _1993_,Action
7193,Advs of Ford Fairlane_ The _1990_,ActionaCmd
7202,Beyond Re-Animator _2003_,Horror
7205,Wind and the Lion_ The _1975_,Adv
7206,Mon Oncle _My Uncle_ _1958_,Cmd
7208,Dr_ Jekyll and Mr_ Hyde _1941_,DramaaHorror
7209,M_ Hulot’s Holiday _Mr_ Hulot's Holiday_ _Vacances de Monsieur Hulot_ Les_ _1953_,Cmd
7211,People Will Talk _1951_,CmdaRom
7212,I Was a Male War Bride _1949_,CmdaRom
7215,To Have and Have Not _1944_,AdvaDramaaRomaThiaWar
7216,High Sierra _1941_,CriaDramaaFilm-NoiraThi
7217,Dark Passage _1947_,CriaDramaaFilm-NoiraRomaThi
7218,Ox-Bow Incident_ The _1943_,DramaaWestern
7219,They Drive by Night _1940_,Drama
7222,Reefer Madness _a_k_a_ Tell Your Chi_ _1938_,CmdaDrama
7223,D_O_A_ _1950_,DramaaFilm-NoiraMystery
7225,Pumping Iron _1977_,Documentary
7228,Cool World _1992_,AniaCmdaFan
7234,Strada_ La _1954_,Drama
7235,Ichi the Killer _Koroshiya 1_ _2001_,ActionaCmdaCriaDramaaHorroraThi
7236,Boy and His Dog_ A _1975_,Sci-Fi
7238,Ashes and Diamonds _Popiól i diament_ _1958_,DramaaWar
7243,Intolerance_ Love's Struggle Throughout the Ages _1916_,Drama
7245,Tormented _1960_,HorroraThi
7247,Chitty Chitty Bang Bang _1968_,AdvaChiaCmdaFanaMusical
7248,Suriyothai _a_k_a_ Legend of Suriyothai_ The_ _2001_,ActionaAdvaDramaaWar
7251,Where the Day Takes You _1992_,Drama
7254,The Butterfly Effect _2004_,DramaaSci-FiaThi
7255,Win a Date with Tad Hamilton! _2004_,CmdaRom
7256,Touching the Void _2003_,AdvaDocumentary
7257,Big Bounce_ The _2004_,CmdaCriaThi
7258,Perfect Score_ The _2004_,CmdaCri
7259,You Got Served _2004_,DramaaMusical
7260,Latter Days _2003_,CmdaDramaaRom
7261,Barbershop 2_ Back in Business _2004_,Cmd
7262,Catch That Kid _2004_,ActionaAdvaChiaCmdaCri
7263,Miracle _2004_,Drama
7264,An Amazing Couple _2002_,CmdaRom
7265,Dreamers_ The _2003_,Drama
7266,Lost Skeleton of Cadavra_ The _2002_,CmdaHorroraSci-Fi
7282,Hip Hop Witch_ Da _2000_,CmdaHorroraThi
7285,Thirteen _2003_,Drama
7292,Best Defense _1984_,CmdaWar
7293,50 First Dates _2004_,CmdaRom
7294,Welcome to Mooseport _2004_,Cmd
7297,Kitchen Stories _Salmer fra kjøkkenet_ _2003_,CmdaDrama
7299,Monsieur Ibrahim _Monsieur Ibrahim et les fleurs du Coran_ _2003_,Drama
7301,Diary of a Country Priest _Journal d'un curé de campagne_ _1951_,Drama
7302,Thief of Bagdad_ The _1924_,ActionaAdvaFan
7303,The Diary of Anne Frank _1959_,DramaaWar
7304,Allegro non troppo _1977_,AniaCmdaFanaMusical
7305,Black Widow _1987_,CriaDramaaMysteryaThi
7306,Herod's Law _Ley de Herodes_ La_ _2000_,CmdaCriaMystery
7307,Flesh & Blood _1985_,ActionaAdvaDramaaWar
7308,King Solomon's Mines _1985_,AdvaCmd
7310,Raw Deal _1986_,Action
7311,Goodbye_ Mr_ Chips _1939_,DramaaRom
7312,Follow Me_ Boys! _1966_,CmdaDrama
7315,Against the Ropes _2004_,CmdaDrama
7316,Confessions of a Teenage Drama Queen _2004_,Cmd
7317,EuroTrip _2004_,AdvaCmd
7318,Passion of the Christ_ The _2004_,Drama
7319,Club Dread _2004_,CmdaHorror
7320,Dirty Dancing_ Havana Nights _2004_,Rom
7321,Twisted _2004_,Thi
7323,Good bye_ Lenin! _2003_,CmdaDrama
7324,Hidalgo _2004_,AdvaDrama
7325,Starsky & Hutch _2004_,ActionaCmdaCriaThi
7326,Reckoning_ The _2004_,CriaDrama
7327,Persona _1966_,Drama
7328,Passion of Anna_ The _Passion_ En_ _1969_,Drama
7333,Corbeau_ Le _Raven_ The_ _1943_,CriaDramaaThi
7335,Pickup on South Street _1953_,Film-Noir
7336,Damned_ The _La Caduta degli dei_ _1969_,DramaaWar
7340,Just One of the Guys _1985_,Cmd
7344,Wrong Arm of the Law_ The _1963_,CmdaCri
7345,Agent Cody Banks 2_ Destination London _2004_,ActionaAdvaChiaCmd
7346,Girl Next Door_ The _2004_,CmdaRom
7347,Secret Window _2004_,MysteryaThi
7348,Spartan _2004_,Thi
7349,Broken Wings _Knafayim Shvurot_ _2002_,Drama
7352,Wilbur Wants to Kill Himself _2002_,CmdaDramaaRom
